date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1606266000,5,480.65,0,6.94,115.87,6.56,80.03,86.66,0.31
1606269600,5,547.41,0,12,120.16,7.99,74.15,80.81,0.31
1606273200,5,560.76,0.02,15.08,117.3,9.3,55.3,61.06,0.6
1606276800,4,447.27,0.1,11.31,113.01,8.23,32.56,36.4,0.71
1606280400,3,380.52,0.21,8.91,103,7.39,22.34,25.49,0.93
1606284000,2,343.8,0.31,7.2,94.41,6.44,16.7,19.34,1.12
1606287600,2,323.77,0.4,6,89.41,5.25,12.19,14.11,1.19
1606291200,2,323.77,0.29,5.83,87.26,4.53,11.41,12.98,1.16
1606294800,2,330.45,0.16,5.74,88.69,4.11,10.13,11.26,1.09
1606298400,2,347.14,0.07,6.94,90.12,4.17,9.01,9.9,1.17
1606302000,2,393.87,0.04,10.11,91.55,4.65,9.72,10.59,1.41
1606305600,2,453.95,0.01,14.22,92.98,5.31,11.46,12.43,1.58
1606309200,2,494,0,15.25,94.41,5.78,14.5,15.72,1.71
1606312800,2,500.68,0,13.54,95.84,6.26,17.56,19.12,1.71
1606316400,2,507.36,0,11.48,97.28,6.32,18.19,19.91,1.5
1606320000,2,500.68,0,9.51,95.84,6.14,19.81,21.25,1.17
1606323600,3,487.33,0,7.88,94.41,5.42,20.7,21.77,0.96
1606327200,2,460.63,0,6.34,95.84,4.59,19.16,19.86,0.73
1606330800,2,440.6,0,4.5,98.71,4.23,16.49,16.83,0.52
1606334400,2,423.91,0,3.13,101.57,3.87,13.38,13.61,0.44
1606338000,2,403.88,0,2.44,101.57,3.37,11.63,11.82,0.44
1606341600,2,390.53,0,2.08,101.57,2.83,10.51,10.67,0.45
1606345200,2,383.85,0,2.04,100.14,2.65,10.18,10.33,0.46
1606348800,2,387.19,0,2.31,100.14,2.53,10.48,10.64,0.47
1606352400,2,403.88,0,3.81,97.28,2.65,12.63,12.86,0.54
1606356000,2,447.27,0,7.37,87.98,2.95,15.96,16.41,0.71
1606359600,3,487.33,0.02,10.63,77.25,3.13,21.73,22.33,0.81
1606363200,4,500.68,0.28,10.71,70.81,3.28,27.64,28.31,0.84
1606366800,4,507.36,0.39,9.51,68.67,3.34,34.63,35.32,0.85
1606370400,4,514.03,0.55,8.74,67.23,3.4,35.73,36.39,0.83
1606374000,4,514.03,0.09,9.34,62.94,3.25,33.76,34.37,0.84
1606377600,4,527.38,0.07,10.37,59.37,3.34,31.54,32.14,0.88
1606381200,4,527.38,0.06,11.48,55.08,3.49,29.28,29.89,0.92
1606384800,4,520.71,0.06,12,52.21,3.37,26.7,27.31,0.97
1606388400,4,527.38,0.03,13.88,47.92,3.16,25.92,26.53,0.99
1606392000,3,547.41,0.01,16.28,43.99,3.01,24.32,24.94,0.98
1606395600,3,540.73,0.01,15.94,43.63,3.07,22.17,22.9,1.05
1606399200,3,514.03,0,13.2,45.78,3.07,20.41,21.34,1.16
1606402800,2,494,0,10.88,47.21,3.01,19.03,20.09,1.22
1606406400,2,480.65,0,9.77,46.49,3.13,18.52,19.73,1.35
1606410000,2,480.65,0,9.68,44.7,3.22,18.7,20.14,1.5
1606413600,2,473.98,0,9.68,41.84,3.16,18.91,20.38,1.55
1606417200,2,453.95,0,8.74,40.05,3.46,18.19,19.64,1.62
1606420800,2,433.92,0,8.14,38.27,4.77,19.21,20.75,1.69
1606424400,3,433.92,0,8.57,36.48,6.97,22.12,23.67,1.63
1606428000,4,433.92,0,9.25,34.69,9.42,29.52,31.13,1.39
1606431600,4,440.6,0.01,10.03,32.54,11.21,38.04,39.85,1.16
1606435200,4,453.95,0.01,11.31,30.04,11.92,43.78,45.82,1.14
1606438800,4,514.03,0.1,15.77,24.32,12.64,47.84,50.4,1.39
1606442400,5,620.84,1.68,22.28,16.63,13.71,51.47,54.96,1.85
1606446000,5,660.9,7.49,18.85,21.82,14.78,51.67,55.62,2.22
1606449600,4,594.14,7.49,14.57,34.33,15.14,46.65,49.95,2.01
1606453200,4,534.06,4.58,11.82,47.21,13.47,39.81,42.25,1.76
1606456800,4,480.65,2.79,9.43,53.64,11.09,31.88,33.58,1.6
1606460400,3,423.91,1.43,7.2,53.64,6.97,20.19,21.18,1.24
1606464000,2,433.92,1.15,7.97,50.78,5.78,17.4,18.18,1.22
1606467600,2,447.27,0.81,9.77,47.21,5.66,18.24,19.01,1.3
1606471200,3,494,0.73,13.37,41.84,6.08,20.99,21.89,1.58
1606474800,3,567.44,1.27,18.85,35.05,6.5,24.71,25.82,1.9
1606478400,4,654.22,1.03,26.73,23.96,6.5,25.77,27.09,2.01
1606482000,4,707.63,0.59,31.19,14.84,6.91,27.41,29.11,2.19
1606485600,4,687.6,0.48,27.76,14.84,7.21,31.04,33.26,2.31
1606489200,4,654.22,0.22,24.33,18.95,7.21,35.34,37.79,2.19
1606492800,4,734.33,0.8,29.13,12.52,7.51,41.78,45.16,2.44
1606496400,5,894.55,4.92,33.59,2.21,7.87,50.07,55.08,3.04
1606500000,5,1001.36,11.51,31.19,0.18,7.87,55.56,61.03,3.29
1606503600,5,1001.36,14.19,28.1,0.03,7.27,58.09,62.86,3.17
1606507200,5,894.55,10.39,25.02,0.07,6.44,59.38,63.64,2.98
1606510800,5,807.76,6.48,22.62,0.22,6.26,60.63,64.22,2.91
1606514400,5,761.03,4.53,20.22,0.27,6.2,61.75,64.84,2.95
1606518000,5,767.71,4.86,18.34,0.2,6.2,63.31,66.19,3.1
1606521600,5,834.47,7.94,17.82,0.09,6.56,65.16,68.07,3.33
1606525200,5,1041.41,17.43,18.17,0.02,7.03,65.87,69.72,3.8
1606528800,5,1495.36,40.23,21.25,0.2,8.11,66.37,73.01,3.9
1606532400,5,1708.98,50.52,27.76,2.59,9.18,62.41,70.34,3.42
1606536000,5,734.33,2.35,20.05,65.09,13.95,51.83,55.33,0.08
1606539600,4,614.17,0.82,12,86.55,14.07,48.57,51.52,0
1606543200,4,560.76,0.34,9.6,86.55,13.35,41.87,44.34,0
1606546800,4,520.71,0.41,8.31,85.12,12.28,36.26,37.95,0
1606550400,4,494,0.79,7.28,88.69,11.33,33.77,34.96,0
1606554000,4,480.65,0.98,6.51,92.98,11.09,33.77,34.8,0
1606557600,4,567.44,2.04,12.34,90.12,11.21,33.44,34.76,0.16
1606561200,4,727.65,3.27,23.99,75.82,10.73,32.37,34.31,1.93
1606564800,4,894.55,2.21,40.1,52.21,9.66,30.07,32.66,3.64
1606568400,4,921.25,0.05,43.87,34.69,8.11,26.94,30.19,4.56
1606572000,3,807.76,0.01,33.24,36.84,6.91,23.36,27.04,4.31
1606575600,2,687.6,0,24.33,41.84,6.38,19.23,22.84,3.36
1606579200,2,567.44,0,16.62,50.07,6.08,17.06,20.09,2.34
1606582800,2,527.38,0,14.57,58.65,6.86,18.68,21.3,1.85
1606586400,2,514.03,0,13.2,65.8,7.03,17.86,19.92,1.54
1606590000,2,480.65,0,10.63,67.23,6.38,14.82,16.14,1.33
1606593600,2,427.25,0,7.63,64.37,5.54,12.64,13.65,1.31
1606597200,2,387.19,0,6,57.22,4.83,10.36,11.19,1.31
1606600800,1,357.15,0,5.48,47.21,4.53,8.15,8.91,1.36
1606604400,1,347.14,0,5.48,37.19,4.47,6.79,7.56,1.47
1606608000,1,353.81,0.01,6.26,28.61,4.53,5.95,6.73,1.6
1606611600,1,393.87,0.12,9,20.56,4.71,5.62,6.6,1.84
1606615200,1,480.65,1.05,13.88,11.62,5.31,6.13,7.62,2.15
1606618800,1,514.03,3.3,14.4,9.48,6.08,6.32,8.16,2.47
1606622400,1,390.53,1.41,9.34,30.76,4.95,3.89,5,1.6
1606626000,1,350.48,0.79,6.68,44.7,4.47,3.13,3.91,1.38
1606629600,1,340.46,0.64,5.1,54.36,4.35,3.37,4.05,1.39
1606633200,1,327.11,0.66,4.33,60.08,4.17,3.5,4.05,1.27
1606636800,1,317.1,0.78,4.11,62.94,3.99,3.68,4.17,1.22
1606640400,1,323.77,0.84,4.2,64.37,3.82,4.07,4.57,1.28
1606644000,1,370.5,1.22,6.68,62.94,4.95,5.54,6.21,1.69
1606647600,1,447.27,1.52,11.65,56.51,5.78,7.66,8.62,2.41
1606651200,1,520.71,0.85,18.34,44.7,5.66,9.46,10.66,2.85
1606654800,2,534.06,0.03,19.88,34.69,5.07,10.85,12.31,2.95
1606658400,2,500.68,0.02,17.65,30.4,5.01,12.17,13.97,2.82
1606662000,2,473.98,0.03,15.59,28.25,5.13,13.6,15.71,2.44
1606665600,2,440.6,0.02,12.68,28.97,4.77,14.91,17.17,2.09
1606669200,2,417.23,0.02,10.88,31.11,4.29,15.56,17.8,1.87
1606672800,2,397.21,0.01,9.51,33.26,3.73,14.59,16.38,1.65
1606676400,2,377.18,0.01,7.88,36.48,3.64,13.43,14.66,1.44
1606680000,2,360.49,0,6.34,39.7,4.17,12.74,13.78,1.43
1606683600,2,347.14,0,4.84,45.06,4.05,11.51,12.44,1.38
1606687200,2,353.81,0,4.16,52.21,4.17,10.66,11.54,1.35
1606690800,2,377.18,0,4.28,60.08,4.65,11.14,12.12,1.39
1606694400,2,413.9,0,5.4,65.8,5.36,12.15,13.37,1.47
1606698000,2,467.3,0,8.23,68.67,5.9,12.96,14.63,1.66
1606701600,2,540.73,0.03,13.88,64.37,6.44,13.35,15.64,1.92
1606705200,2,580.79,0.37,16.97,60.8,6.8,13.12,15.85,2.03
1606708800,2,473.98,0.62,11.82,66.52,5.6,10.12,12.33,1.82
1606712400,1,400.54,0.66,9.08,67.23,5.42,8.33,10.08,1.76
1606716000,1,370.5,0.67,7.37,71.53,5.36,7.78,9.28,1.74
1606719600,1,337.12,0.75,6.34,75.82,5.19,6.85,8.07,1.62
1606723200,1,317.1,0.69,6.34,76.53,4.89,6.75,7.9,1.6
1606726800,1,320.44,0.69,6.43,76.53,4.71,8.15,9.48,1.65
1606730400,2,367.17,1.02,9.68,72.96,5.9,11.35,13.14,2.12
1606734000,2,453.95,1.45,15.59,65.8,6.68,15.64,18.2,2.95
1606737600,2,527.38,0.79,22.96,55.08,6.38,19.92,23.16,3.58
1606741200,4,534.06,0.01,23.65,50.78,5.6,25.38,29.42,3.99
1606744800,4,494,0,19.54,53.64,5.36,31.91,37.11,3.99
1606748400,4,467.3,0,16.11,55.79,5.19,36.46,42.58,3.58
1606752000,4,460.63,0,13.02,60.08,4.89,42.81,49.74,2.98
1606755600,5,480.65,0,11.31,66.52,4.59,57.67,66.67,2.44
1606759200,5,494,0,9.85,72.24,4.23,74.21,86.13,1.93
1606762800,5,480.65,0,7.8,75.1,3.93,83.53,97.38,1.55
1606766400,5,447.27,0,5.74,74.39,3.76,85.47,99.68,1.46
1606770000,5,410.56,0,4.5,71.53,3.55,80.38,92.8,1.43
1606773600,5,377.18,0,4.16,66.52,3.55,69.69,79.36,1.44
1606777200,5,357.15,0,4.5,61.51,3.76,59.44,67.11,1.49
1606780800,4,347.14,0,5.91,57.94,4.11,49.23,55.54,1.63
1606784400,4,380.52,0,10.11,52.93,4.65,41.82,47.44,2.19
1606788000,4,480.65,0.57,19.19,42.2,5.78,37.23,42.82,3.26
1606791600,4,547.41,4.3,21.08,38.98,6.91,32.21,37.65,3.93
1606795200,3,423.91,4.02,13.71,52.93,6.8,23.5,27.85,3.14
1606798800,3,367.17,2.79,10.28,62.94,6.74,21.22,25.4,2.98
1606802400,3,330.45,1.96,7.54,75.82,6.44,23.02,27.33,2.95
1606806000,2,273.71,1.23,4.5,90.12,4.77,19.57,22.85,2.12
1606809600,2,260.35,1.12,4.28,91.55,4.35,16.19,18.87,1.79
1606813200,2,263.69,1.15,4.63,87.98,4.35,15.46,18.24,1.79
1606816800,2,373.84,2.01,12.68,72.96,6.02,17.92,21.54,2.82
1606820400,3,534.06,2.52,25.36,52.93,7.33,21.87,26.78,4.43
1606824000,4,700.95,1.19,42.16,29.33,7.75,25.73,32.01,5.83
1606827600,4,754.36,0.34,47.3,19.13,7.63,30.06,37.82,7.03
1606831200,4,700.95,0.11,41.13,25.39,7.45,35.57,44.77,7.47
1606834800,4,654.22,0.02,32.9,35.41,7.45,42.96,52.85,6.71
1606838400,5,594.14,0,23.31,48.64,6.86,53.85,63.56,5.13
1606842000,5,574.11,0,17.82,57.94,6.08,68.29,78.49,3.83
1606845600,5,554.09,0,14.4,65.8,5.36,79.24,91.07,2.63
1606849200,5,500.68,0,10.63,71.53,4.65,79.53,92.61,1.87
1606852800,5,440.6,0,7.11,72.24,3.99,71.61,84.28,1.62
1606856400,5,387.19,0,5.14,68.67,3.43,61.39,72.2,1.54
1606860000,5,353.81,0,4.37,64.37,3.19,51.06,59.75,1.52
1606863600,4,327.11,0,4.28,61.51,3.34,41.99,48.8,1.44
1606867200,4,317.1,0,5.14,60.8,3.76,36.71,42.2,1.33
1606870800,4,357.15,0,8.23,61.51,4.59,37.62,42.48,1.22
1606874400,4,453.95,0.18,14.91,59.37,5.9,41.12,45.84,1.3
1606878000,4,507.36,1.59,16.79,61.51,7.03,40.05,44.39,1.36
1606881600,4,420.57,1.87,10.97,71.53,6.5,29.79,32.99,1.17
1606885200,4,367.17,1.47,7.97,79.39,6.5,28.14,31.12,1.14
1606888800,4,343.8,1.13,6.34,87.98,6.8,32.16,35.25,0.93
1606892400,4,307.08,0.96,4.88,92.98,6.08,28.4,30.88,0.65
1606896000,4,297.07,0.83,4.88,95.84,5.78,27.43,29.66,0.48
1606899600,4,297.07,0.71,5.31,98.71,6.08,29.39,31.7,0.3
1606903200,4,337.12,0.71,9,94.41,7.51,30.61,33.13,0.5
1606906800,4,410.56,0.56,16.11,85.12,9.18,35.02,38.08,0.93
1606910400,4,500.68,0.16,24.33,72.24,10.61,41.99,45.77,1.17
1606914000,5,520.71,0,25.71,65.8,11.44,50.76,55.44,1.38
1606917600,5,500.68,0,23.31,63.66,11.33,58.11,63.59,1.77
1606921200,5,473.98,0,19.88,62.23,10.01,59.08,64.85,2.01
1606924800,5,447.27,0,15.59,63.66,7.87,58.25,63.94,2.06
1606928400,5,427.25,0,12.85,66.52,6.14,58.11,63.63,1.98
1606932000,5,407.22,0,10.54,70.1,5.01,60.85,65.93,1.54
1606935600,5,373.84,0,7.97,75.82,4.53,60.84,65.14,1.16
1606939200,5,340.46,0,5.36,82.97,4.41,52.86,56.13,1.12
1606942800,4,323.77,0,3.98,91.55,4.41,48.94,51.65,1.09
1606946400,4,327.11,0,3.47,98.71,4.59,48.26,50.76,1
1606950000,4,337.12,0,3.6,101.57,5.01,48,50.41,0.86
1606953600,5,360.49,0,4.67,101.57,5.84,50.38,52.9,0.75
1606957200,5,410.56,0,7.8,97.28,7.03,51.48,54.25,0.8
1606960800,5,494,0.01,14.05,87.26,8.35,52.95,56.18,0.98
1606964400,4,534.06,0.09,17.82,79.39,8.7,47,50.23,1.08
1606968000,4,480.65,0.17,13.54,84.4,7.45,34.48,36.7,0.85
1606971600,4,447.27,0.23,10.54,91.55,7.27,33.32,35.16,0.7
1606975200,4,440.6,0.27,8.91,100.14,7.51,38.8,40.59,0.46
1606978800,4,460.63,0.24,9.25,101.57,7.39,43.43,44.94,0.24
1606982400,4,494,0.23,10.71,95.84,6.97,45.33,46.51,0.28
1606986000,4,520.71,0.18,12.17,85.12,6.62,39.98,40.9,0.47
1606989600,4,547.41,0.06,14.22,72.24,6.5,38.16,38.93,0.59
1606993200,4,574.11,0.03,17.65,64.37,6.86,42.93,43.62,0.63
1606996800,4,600.82,0.01,20.74,60.08,6.8,47.89,48.58,0.71
1607000400,5,594.14,0,19.02,58.65,5.9,55.61,56.41,0.86
1607004000,5,574.11,0,15.25,57.94,5.07,61.5,62.46,1
1607007600,5,547.41,0,11.82,57.22,4.23,58.51,59.52,1.05
1607011200,5,507.36,0,9.25,57.94,3.61,51.1,52.14,1.08
1607014800,4,480.65,0,8.14,57.94,3.25,41.84,42.86,1.08
1607018400,4,467.3,0,7.37,60.08,2.95,30.91,31.74,0.97
1607022000,4,447.27,0,6,63.66,2.89,26.25,26.84,0.87
1607025600,4,447.27,0,4.54,67.23,3.04,25.29,25.8,0.87
1607029200,3,453.95,0,3.86,68.67,3.25,24.26,24.74,0.85
1607032800,3,460.63,0,3.64,67.95,3.58,24.02,24.45,0.82
1607036400,3,460.63,0,3.73,67.23,4.05,23.82,24.23,0.79
1607040000,3,467.3,0,4.33,65.8,4.41,21.9,22.32,0.82
1607043600,2,494,0,6.6,62.94,4.77,18.87,19.42,0.91
1607047200,3,580.79,0.01,12.51,52.93,5.54,21.45,22.42,1.14
1607050800,4,647.54,0.14,17.99,42.56,6.14,26.97,28.26,1.28
1607054400,4,627.52,0.52,16.28,42.56,6.02,28.62,30.07,1.33
1607058000,4,560.76,0.49,12.17,49.35,5.42,26.29,27.62,1.3
1607061600,3,507.36,0.39,9.17,55.79,4.77,24.56,25.59,1.25
1607065200,3,467.3,0.31,7.54,56.51,4.05,21.97,22.71,1.09
1607068800,3,453.95,0.26,8.14,51.5,3.79,20.47,21.14,1.08
1607072400,2,447.27,0.22,8.91,47.21,3.52,17.29,17.95,1.09
1607076000,2,447.27,0.16,10.11,41.84,3.46,17.6,18.22,1.06
1607079600,3,467.3,0.12,12.68,35.41,3.52,21.03,21.7,1.06
1607083200,3,487.33,0.09,16.11,28.61,3.67,23.01,23.73,1.05
1607086800,3,487.33,0.08,16.28,25.75,3.61,23.85,24.77,1.14
1607090400,3,467.3,0.06,14.74,26.46,3.67,23.97,25.23,1.3
1607094000,3,453.95,0.04,12.51,28.61,3.67,21.61,23.12,1.38
1607097600,2,433.92,0.02,10.11,32.19,3.46,19.25,20.88,1.43
1607101200,2,413.9,0.01,8.65,35.41,3.25,15.69,17.17,1.35
1607104800,2,393.87,0.01,7.45,38.27,2.92,11.66,12.73,1.17
1607108400,1,370.5,0,5.91,40.41,2.71,8.24,8.91,1.05
1607112000,1,350.48,0,4.11,41.49,2.44,5.95,6.48,1.09
1607115600,1,343.8,0,3.51,41.13,2.53,4.4,4.89,1.2
1607119200,1,343.8,0,3.34,40.77,2.77,3.49,3.95,1.24
1607122800,1,340.46,0,3.21,40.05,2.8,2.93,3.35,1.19
1607126400,1,347.14,0,3.64,38.98,2.8,2.81,3.23,1.19
1607130000,1,370.5,0.01,5.57,36.48,2.92,3.27,3.88,1.31
1607133600,1,423.91,0.05,9.94,31.11,3.46,4.29,5.29,1.47
1607137200,1,453.95,0.33,11.82,28.61,3.87,4.67,5.82,1.43
1607140800,1,417.23,0.71,8.74,33.98,3.55,3.83,4.68,1.11
1607144400,1,400.54,1.05,6.77,37.91,3.64,4,4.81,1.09
1607148000,1,390.53,1.16,5.57,42.2,3.82,4.42,5.19,1.11
1607151600,1,377.18,0.96,4.67,48.64,3.49,4.78,5.39,0.99
1607155200,1,370.5,0.86,4.28,54.36,3.31,5.92,6.41,0.92
1607158800,1,373.84,0.82,4.41,57.94,3.76,8.55,9.01,0.9
1607162400,1,390.53,0.78,5.66,59.37,4.53,9.5,9.98,0.94
1607166000,2,423.91,0.61,8.91,50.78,5.19,10.94,11.48,0.95
1607169600,2,453.95,0.14,12.51,40.77,4.65,13.96,14.51,0.86
1607173200,2,460.63,0.01,12.17,37.55,3.43,18.03,18.75,0.97
1607176800,3,433.92,0,10.2,40.41,2.89,23.58,24.57,1.14
1607180400,3,407.22,0,8.23,45.06,2.68,24.01,25.15,1.22
1607184000,2,380.52,0,6.43,50.07,2.44,19.91,21.07,1.2
1607187600,2,363.83,0,5.36,55.08,2.21,17.29,18.38,1.14
1607191200,2,347.14,0,4.54,59.37,1.89,16.19,17.04,1
1607194800,2,333.79,0,3.38,64.37,1.67,14.21,14.77,0.86
1607198400,2,323.77,0,2.29,67.95,1.57,14.98,15.43,0.82
1607202000,2,317.1,0,1.8,69.38,1.52,17.56,17.99,0.82
1607205600,2,317.1,0,1.65,68.67,1.55,16.2,16.59,0.82
1607209200,2,320.44,0,1.69,67.23,1.65,12.02,12.37,0.81
1607212800,1,323.77,0,1.99,65.8,1.79,8.38,8.71,0.8
1607216400,1,343.8,0,3.47,62.23,2.15,6.77,7.16,0.84
1607220000,1,390.53,0.01,7.54,54.36,2.74,6.12,6.78,1.03
1607223600,1,440.6,0.18,12,45.42,3.31,5.96,6.92,1.22
1607227200,1,433.92,0.73,11.31,43.27,3.7,5.71,6.77,1.31
1607230800,1,400.54,1.23,7.8,47.92,3.82,5.63,6.62,1.44
1607234400,1,373.84,1.2,5.36,54.36,3.73,6.78,7.66,1.54
1607238000,1,367.17,0.69,3.43,61.51,2.83,7.16,7.73,1.14
1607241600,1,373.84,0.56,3.73,58.65,2.68,7.9,8.37,1.06
1607245200,1,380.52,0.43,4.46,52.93,2.71,7.6,8.04,1.06
1607248800,1,400.54,0.31,6.34,47.21,3.19,7.1,7.55,1.17
1607252400,1,433.92,0.23,9.34,41.49,3.46,7.72,8.25,1.28
1607256000,1,480.65,0.08,12.68,35.05,3.52,8.6,9.21,1.22
1607259600,1,494,0.03,13.2,30.4,3.37,9.04,9.79,1.17
1607263200,1,480.65,0.03,11.65,27.54,3.37,8.83,9.75,1.17
1607266800,1,453.95,0.03,9.85,25.75,3.34,7.93,8.92,1.19
1607270400,1,417.23,0.03,7.97,25.75,3.13,5.42,6.4,1.2
1607274000,1,390.53,0.03,6.94,25.75,2.89,3.23,4.09,1.19
1607277600,1,363.83,0.03,6.08,25.39,2.62,2.28,2.9,1.06
1607281200,1,340.46,0.02,5.14,25.39,2.59,1.94,2.36,0.95
1607284800,1,330.45,0.02,4.37,25.03,3.04,2.14,2.56,0.98
1607288400,1,330.45,0.02,3.73,25.39,3.1,2.11,2.53,1.01
1607292000,1,337.12,0.01,3.68,26.11,3.31,2.14,2.53,0.99
1607295600,1,350.48,0.01,4.07,26.11,3.67,2.42,2.82,1.01
1607299200,1,370.5,0.02,5.18,25.75,4.17,2.91,3.39,1.12
1607302800,1,410.56,0.08,8.05,23.25,4.59,3.7,4.52,1.44
1607306400,1,473.98,0.27,13.37,18.6,4.95,4.69,6.14,1.76
1607310000,1,500.68,0.48,15.59,18.77,5.13,5.56,7.23,1.79
1607313600,1,447.27,0.54,11.31,31.11,4.41,5.89,7.12,1.52
1607317200,1,417.23,0.48,8.31,40.41,4.17,5.53,6.5,1.46
1607320800,1,393.87,0.38,6.17,47.92,3.82,4.64,5.41,1.36
1607324400,1,377.18,0.25,5.4,52.93,3.58,4.05,4.6,1.16
1607328000,1,377.18,0.41,5.57,54.36,3.64,4.22,4.68,1.06
1607331600,1,383.85,0.6,5.83,54.36,3.79,4.18,4.62,0.96
1607335200,1,417.23,0.71,7.97,52.93,4.53,4.64,5.14,0.97
1607338800,1,473.98,0.61,12.17,45.42,4.95,5.23,5.82,0.99
1607342400,1,527.38,0.24,16.97,33.62,5.01,6.1,6.76,0.95
1607346000,1,547.41,0.07,19.19,26.46,5.13,6.92,7.79,1.08
1607349600,1,560.76,0.08,20.05,24.68,6.26,7.38,8.56,1.24
1607353200,1,560.76,0.05,19.19,26.11,7.09,7.39,8.8,1.33
1607356800,1,547.41,0.02,16.11,30.4,6.86,6.89,8.23,1.36
1607360400,1,547.41,0.01,13.71,33.98,6.2,6.11,7.34,1.35
1607364000,1,547.41,0.01,11.48,37.91,5.31,5.54,6.51,1.22
1607367600,1,534.06,0,8.82,42.56,4.65,5.16,5.85,1.09
1607371200,1,520.71,0,6.26,47.21,4.29,4.81,5.36,1.09
1607374800,1,514.03,0,4.76,49.35,3.99,4.35,4.85,1.09
1607378400,1,520.71,0,4.16,50.07,3.99,3.95,4.46,1.14
1607382000,1,534.06,0,4.24,49.35,4.35,4.07,4.63,1.22
1607385600,1,547.41,0,5.1,47.92,4.89,4.37,5,1.31
1607389200,1,587.46,0,7.63,45.06,5.31,4.76,5.53,1.39
1607392800,1,654.22,0.13,13.02,37.91,5.78,5.42,6.58,1.52
1607396400,1,674.25,1.19,15.42,34.33,6.08,5.38,6.77,1.54
1607400000,1,607.49,1.79,11.82,45.42,5.66,4.67,5.83,1.33
1607403600,1,567.44,1.48,8.4,60.8,5.6,5.39,6.38,1.28
1607407200,1,540.73,1.12,6,75.1,5.48,6.51,7.37,1.24
1607410800,2,507.36,0.86,4.97,82.97,5.07,6.68,7.35,1.11
1607414400,2,487.33,0.8,5.27,82.97,4.95,6.49,7.1,1.09
1607418000,2,487.33,0.73,5.74,82.25,5.01,6.46,7.04,1.06
1607421600,1,527.38,0.94,9.77,76.53,6.68,7.98,8.72,1.31
1607425200,2,607.49,0.85,16.97,65.09,8.23,11.2,12.17,1.49
1607428800,2,694.28,0.23,25.71,52.21,9.42,13.91,15.05,1.36
1607432400,2,741.01,0.01,29.47,42.92,10.25,16.77,18.27,1.46
1607436000,2,754.36,0.01,29.82,37.19,11.21,19.91,21.95,1.69
1607439600,3,767.71,0.02,28.79,33.98,12.28,24.05,26.44,1.79
1607443200,4,774.38,0.01,26.05,34.69,13.11,29.3,32.06,1.88
1607446800,4,774.38,0.01,24.33,35.41,13.35,31.68,34.49,1.93
1607450400,4,747.68,0.01,22.62,35.05,12.99,29.9,32.3,1.68
1607454000,3,687.6,0.01,19.19,34.69,12.28,23.74,25.54,1.43
1607457600,2,627.52,0,15.08,34.33,10.97,19.61,20.96,1.28
1607461200,2,580.79,0,12,33.26,9.18,17.42,18.54,1.25
1607464800,2,554.09,0,10.2,32.19,7.99,14.86,15.84,1.24
1607468400,2,534.06,0.01,9.25,31.47,7.39,12,12.87,1.28
1607472000,2,527.38,0.01,9.51,30.04,7.21,10.95,11.85,1.41
1607475600,2,554.09,0.06,12.34,26.82,7.27,11.43,12.66,1.65
1607479200,2,640.87,0.5,18.68,21.1,7.87,12.34,14.26,2.01
1607482800,2,674.25,2.74,19.54,22.53,8.58,10.96,13.25,2.31
1607486400,1,554.09,1.96,12.85,40.77,7.15,7.2,8.78,1.73
1607490000,1,494,1.5,9.6,52.21,6.5,6.64,7.83,1.55
1607493600,1,460.63,1.15,7.71,62.23,6.02,7.47,8.47,1.44
1607497200,1,440.6,0.91,6.77,70.1,5.66,8.26,9.03,1.28
1607500800,2,440.6,0.88,6.6,75.82,5.54,11.15,11.87,1.25
1607504400,2,440.6,0.85,6.68,79.39,5.48,15.31,16.07,1.24
1607508000,3,500.68,1.43,11.65,74.39,7.39,20.43,21.45,1.63
1607511600,3,600.82,2.01,19.36,62.23,8.46,24.91,26.26,1.84
1607515200,4,714.3,1.29,30.16,45.06,8.58,27.37,28.97,1.74
1607518800,4,741.01,0.06,33.93,33.26,7.99,30.92,32.91,1.87
1607522400,4,707.63,0.04,30.5,30.76,7.99,35.01,37.55,2.12
1607526000,4,674.25,0.02,26.73,33.62,8.11,39.02,42.09,2.25
1607529600,4,614.17,0.01,21.76,40.77,7.57,42.74,46.33,2.22
1607533200,4,580.79,0,18.85,45.06,6.97,46.96,51.21,2.15
1607536800,5,554.09,0,17.14,47.21,6.38,50.97,55.84,1.95
1607540400,5,514.03,0,14.05,48.64,5.9,53.21,58.32,1.68
1607544000,5,473.98,0,10.45,48.64,5.6,54.95,60.45,1.62
1607547600,5,453.95,0,8.48,46.49,5.36,55.76,61.38,1.6
1607551200,5,440.6,0,7.88,42.92,5.48,55.2,60.63,1.58
1607554800,5,440.6,0,8.14,38.98,5.78,53.45,58.43,1.63
1607558400,5,447.27,0.01,9.43,35.76,6.08,50.29,54.8,1.69
1607562000,4,494,0.05,14.4,31.11,6.68,46.94,51.51,1.93
1607565600,4,647.54,1.54,25.36,20.21,8.35,46.44,51.9,2.6
1607569200,4,807.76,9.28,27.76,19.31,10.61,44.61,50.75,3.48
1607572800,4,694.28,8.27,24.33,33.98,12.4,39.18,45.02,3.77
1607576400,4,594.14,5.25,21.25,43.99,13.23,36.72,42.71,4.05
1607580000,4,520.71,3.58,17.82,54.36,13.59,33.94,39.69,3.93
